"","Isolation.source","Completeness","Cenote.taker.contig.name","original.contig.name","Length","Element.Name","Topology","Common.Viral.Domains","ORF.caller.used","BLASTP.hit.for.Taxonomy","BLASTN.result..if.any."
"75","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA2783 ","NODE_40_length_8368_cov_8_450247_S011-15",8291," Myoviridae sp. cttnF783 "," circular ",1," PHANOTATE "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|985757876|ref|YP_009223251.1| hypothetical protein BM5_101 [Bacillus phage BM5] 34.909 "," no blastn"
"76","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA2792 ","NODE_70_length_5246_cov_53_797640_S011-15",4137," metagenomic plasmid sp. ctNZa792 "," circular ",0," PHANOTATE "," cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides gi|425702610|ref|YP_007008159.1|replication protein A (plasmid) [Bacteroides fragilis] 41.493 "," no blastn"
"77","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA284 ","NODE_2_length_35604_cov_143_746503_S003-29",35527," Siphoviridae sp. cthnc284 "," circular ",13," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|28876465|ref|NP_795683.1| putative terminase large subunit [Streptococcus phage 315.6] 78.431 "," no blastn"
"78","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA2866 ","NODE_4_length_37257_cov_114_714040_S011-25",37134," Siphoviridae sp. ct1Df866 "," circular ",4," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; Inhavirus; Nonlabens virus P12024L gi|399528456|ref|YP_006560377.1| phage terminase, large subunit, PBSX family [Nonlabens phage P12024S] 24.333 "," no blastn"
"79","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA2867 ","NODE_5_length_34530_cov_186_839608_S011-25",34446," Siphoviridae sp. ctQLy867 "," circular ",8," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971820157|ref|YP_009214130.1| Terminase large subunit [Clostridium phage phiCD146] 43.725 "," no blastn"
"80","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA2954 ","NODE_3_length_40798_cov_514_180349_S011-4",40721," Siphoviridae sp. ctUBo954 "," circular ",14," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971821263|ref|YP_009206301.1| terminase large subunit [Bacillus phage phi4B1] 53.591 "," no blastn"
"81","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA2980 ","NODE_3_length_37198_cov_42_102799_S011-52",37074," Siphoviridae sp. ctC6U980 "," circular ",9," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971482478|ref|YP_009193979.1| terminase large subunit [Bacillus phage vB_BtS_BMBtp3] 56.897 "," no blastn"
"82","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3004 ","NODE_2_length_39707_cov_50_545622_S011-6",39615," Myoviridae sp. ctwNI004 "," circular ",10," PHANOTATE "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|971763867|ref|YP_009216852.1| putative terminase large subunit protein [Clostridium phage phiCDHM19] 68.667 "," no blastn"
"83","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3008 ","NODE_17_length_10243_cov_3498_648239_S011-6",10165," Microviridae sp. ctmGp008 "," circular ",8," PHANOTATE "," Viruses; Microviridae; Gokushovirinae; unclassified Gokushovirinae gi|906476370|ref|YP_009160383.1| replication protein VP4 [Gokushovirinae Fen672_31] 44.358 "," no blastn"
"84","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3023 ","NODE_3_length_6654_cov_377_851604_S011-74",6577," Microviridae sp. ctugT023 "," circular ",3," Prodigal (meta) "," Viruses; Microviridae; unclassified Microviridae gi|906476326|ref|YP_009160360.1| replication protein VP4, partial [Microviridae Bog9017_22] 41.304 "," no blastn"
"85","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3024 ","NODE_5_length_6338_cov_312_309056_S011-74",6261," Microviridae sp. ctK5Q024 "," circular ",3," PHANOTATE "," Viruses; Microviridae; unclassified Microviridae gi|971765486|ref|YP_009218538.1| replication protein VP4 [Parabacteroides phage YZ 2015a] 32.296 "," no blastn"
"86","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3025 ","NODE_6_length_6259_cov_107_031543_S011-74",6177," Microviridae sp. ct0Wj025 "," circular ",4," Prodigal (meta) "," Viruses; Microviridae; unclassified Microviridae gi|906476326|ref|YP_009160360.1| replication protein VP4, partial [Microviridae Bog9017_22] 32.061 "," no blastn"
"87","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA303 ","NODE_1_length_43430_cov_1971_028695_S003-4",43353," Siphoviridae sp. ct0mq303 "," circular ",17," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; Phietavirus gi|119953680|ref|YP_950600.1| putative large terminase subunit [Staphylococcus virus CNPH82] 99.525 "," no blastn"
"88","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3044 ","NODE_26_length_6171_cov_607_847555_S011-87",6094," Microviridae sp. ctlmG044 "," circular ",1," PHANOTATE "," Viruses; Microviridae; unclassified Microviridae gi|971765806|ref|YP_009218805.1| replication protein VP4 [Parabacteroides phage YZ 2015b] 27.826 "," no blastn"
"89","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3046 ","NODE_35_length_5449_cov_39_728220_S011-87",5372," Microviridae sp. ctKGi046 "," circular ",3," PHANOTATE "," Viruses; Microviridae; unclassified Microviridae gi|1043372884|ref|YP_009259740.1| replication initiator protein [Chimpanzee faeces associated microphage 2] 37.083 "," no blastn"
"90","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3048 ","NODE_38_length_5357_cov_215_860985_S011-87",5280," Microviridae sp. ctD6p048 "," circular ",2," PHANOTATE "," Viruses; Microviridae; unclassified Microviridae gi|971765486|ref|YP_009218538.1| replication protein VP4 [Parabacteroides phage YZ 2015a] 28.017 "," no blastn"
"91","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3056 ","NODE_1_length_48756_cov_122_366092_S011-93",48700," Siphoviridae sp. ctIEs056 "," circular ",10," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|208429857|ref|YP_002265410.1| large terminase [Clostridium phage phiCP39 O] 42.169 "," no blastn"
"92","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA3059 ","NODE_41_length_8512_cov_48_581743_S011-93",8435," Inoviridae sp. ctzNy059 "," circular ",1," PHANOTATE "," Inoviridae "," no blastn"
"93","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA318 ","NODE_2_length_37349_cov_85_363597_S003-92",37265," Siphoviridae sp. ct1I2318 "," circular ",15," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971750800|ref|YP_009204845.1| terminase large subunit [Listeria phage vB_LmoS_188] 58.372 "," no blastn"
"94","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA34 ","NODE_1_length_40275_cov_1357_690482_S003-13",40198," Siphoviridae sp. ct2nP34 "," circular ",12," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971821263|ref|YP_009206301.1| terminase large subunit [Bacillus phage phi4B1] 56.546 "," no blastn"
"95","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA354 ","NODE_1_length_47009_cov_1898_666113_S004-107",46930," Myoviridae sp. ctYC9354 "," circular ",12," PHANOTATE "," Viruses; Caudovirales; Myoviridae; Pakpunavirus; Pseudomonas virus PAKP1 gi|326804390|ref|YP_004327194.1| putative terminase large subunit [Pseudomonas phage PAK_P1] 38.889 "," no blastn"
"96","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA357 ","NODE_1_length_59408_cov_34_940335_S004-114",59331," Podoviridae sp. ctbek357 "," circular ",3," PHANOTATE "," Viruses; Caudovirales; Podoviridae; Rauchvirus gi|48697193|ref|YP_024923.1| putative TerL [Burkholderia virus BcepC6B] 32.114 "," no blastn"
"97","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA428 ","NODE_1_length_43115_cov_127_564362_S004-13",43038," Siphoviridae sp. ctyLf428 "," circular ",15," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; Phietavirus gi|119953680|ref|YP_950600.1| putative large terminase subunit [Staphylococcus virus CNPH82] 99.050 "," no blastn"
"98","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA442 ","NODE_1_length_65087_cov_238_346054_S004-153",65010," Siphoviridae sp. ctKUc442 "," circular ",5," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|229605025|ref|YP_002875724.1| hypothetical protein P087_gp56 [Lactococcus phage P087] 25.825 "," no blastn"
"99","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA445 ","NODE_5_length_54242_cov_473_543414_S004-153",54165," Siphoviridae sp. cttwI445 "," circular ",6," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|229605025|ref|YP_002875724.1| hypothetical protein P087_gp56 [Lactococcus phage P087] 26.459 "," no blastn"
"100","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA446 ","NODE_6_length_45871_cov_154_349827_S004-153",45794," Podoviridae sp. ct0BP446 "," circular ",8," PHANOTATE "," Viruses; Caudovirales; Podoviridae; Rauchvirus gi|48697193|ref|YP_024923.1| putative TerL [Burkholderia virus BcepC6B] 38.900 "," no blastn"
"101","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA44 ","NODE_2_length_37739_cov_135_077319_S003-141",37662," Siphoviridae sp. ctGkI44 "," circular ",13," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|281416465|ref|YP_003347385.1| terminase large subunit [Enterococcus phage phiFL4A] 98.804 "," no blastn"
"102","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA46 ","NODE_15_length_12978_cov_531_548640_S003-141",12901," Siphoviridae sp. ctllX46 "," circular ",1," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|1070102155|ref|YP_009286329.1| putative primase [Lactococcus phage 98201] 48.257 "," no blastn"
"103","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA528 ","NODE_21_length_9338_cov_76_480618_S004-194",9261," Podoviridae sp. ctjgN528 "," circular ",0," PHANOTATE "," Viruses; Caudovirales; Podoviridae; unclassified Podoviridae gi|985757636|ref|YP_009222594.1| RepA [Rhodoferax phage P26218] 23.875 "," no blastn"
"104","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA534 ","NODE_36_length_6102_cov_176_882988_S004-194",6025," Microviridae sp. ctOE7534 "," circular ",3," PHANOTATE "," Viruses; Microviridae; unclassified Microviridae gi|1043372884|ref|YP_009259740.1| replication initiator protein [Chimpanzee faeces associated microphage 2] 33.333 "," no blastn"
"105","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA614 ","NODE_9_length_6135_cov_24_978541_S004-230",6033," Microviridae sp. ctvCO614 "," circular ",2," PHANOTATE "," Viruses; Microviridae; unclassified Microviridae gi|1043372884|ref|YP_009259740.1| replication initiator protein [Chimpanzee faeces associated microphage 2] 34.568 "," no blastn"
"106","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA620 ","NODE_4_length_31280_cov_29_313688_S004-26",31186," Siphoviridae sp. ctfSY620 "," circular ",8," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|208429857|ref|YP_002265410.1| large terminase [Clostridium phage phiCP39 O] 38.863 "," no blastn"
"107","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA695 ","NODE_19_length_6699_cov_1337_161583_S004-78",6622," Microviridae sp. ctcw1695 "," circular ",3," Prodigal (meta) "," Viruses; Microviridae; unclassified Microviridae gi|971765806|ref|YP_009218805.1| replication protein VP4 [Parabacteroides phage YZ 2015b] 30.667 "," no blastn"
"108","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA707 ","NODE_3_length_37030_cov_332_314453_S004-7",36953," Myoviridae sp. ctX6T707 "," circular ",10," PHANOTATE "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|971763867|ref|YP_009216852.1| putative terminase large subunit protein [Clostridium phage phiCDHM19] 66.667 "," no blastn"
"109","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA70 ","NODE_2_length_39182_cov_36_335609_S003-164",39105," Podoviridae sp. ctKKa70 "," circular ",11," PHANOTATE "," Viruses; Caudovirales; Podoviridae; Uetakevirus; Escherichia virus phiV10 gi|89152423|ref|YP_512256.1| putative terminase large subunit [Escherichia phage phiV10] 93.981 "," no blastn"
"110","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA734 ","NODE_8_length_5465_cov_1633_286006_S005-101",5388," Microviridae sp. ctZGU734 "," circular ",4," PHANOTATE "," Viruses; Microviridae; unclassified Microviridae gi|1043372884|ref|YP_009259740.1| replication initiator protein [Chimpanzee faeces associated microphage 2] 45.333 "," no blastn"
"111","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA758 ","NODE_1_length_46835_cov_20_298858_S005-108",46748," Podoviridae sp. ctCv1758 "," circular ",6," PHANOTATE "," Viruses; Caudovirales; Podoviridae; Rauchvirus gi|48697193|ref|YP_024923.1| putative TerL [Burkholderia virus BcepC6B] 38.492 "," no blastn"
"112","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA791 ","NODE_1_length_35615_cov_177_981119_S005-126",35538," Siphoviridae sp. ctIiI791 "," circular ",12," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971821263|ref|YP_009206301.1| terminase large subunit [Bacillus phage phi4B1] 53.846 "," no blastn"
"113","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA852 ","NODE_1_length_44205_cov_44_758181_S005-183",44164," Siphoviridae sp. ctvYH852 "," circular ",10," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|208429857|ref|YP_002265410.1| large terminase [Clostridium phage phiCP39 O] 41.667 "," no blastn"
"114","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA853 ","NODE_2_length_39449_cov_111_154958_S005-183",39372," Siphoviridae sp. ctFsc853 "," circular ",13," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971820157|ref|YP_009214130.1| Terminase large subunit [Clostridium phage phiCD146] 63.288 "," no blastn"
"115","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA929 ","NODE_2_length_38998_cov_31_844274_S005-26",38914," Siphoviridae sp. ct9nd929 "," circular ",12," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|208429857|ref|YP_002265410.1| large terminase [Clostridium phage phiCP39 O] 45.455 "," no blastn"
"116","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA932 ","NODE_1_length_39897_cov_94_066725_S005-35",39802," Siphoviridae sp. ctvz3932 "," circular ",15," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|1368578879|ref|YP_009268872.1| terminase large subunit [Enterococcus phage vB_EfaS_IME197] 85.922 "," no blastn"
"117","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA934 ","NODE_1_length_66331_cov_45_437392_S005-3",65525," Podoviridae sp. ctj4H934 "," circular ",6," PHANOTATE "," Viruses; Caudovirales; Podoviridae; unclassified Podoviridae gi|514051567|ref|YP_008125994.1| hypothetical protein AD45P1_00115 [Alteromonas phage vB_AmaP_AD45 P1] 26.695 "," no blastn"
"118","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA957 ","NODE_1_length_48218_cov_86_611973_S005-47",47496," Siphoviridae sp. ctVQR957 "," circular ",17," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971743063|ref|YP_009197521.1| large subunit terminase [Lactobacillus phage iLp84] 98.082 "," no blastn"
"119","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA985 ","NODE_3_length_41424_cov_167_924831_S005-5",41347," Siphoviridae sp. ctCcA985 "," circular ",16," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; Phietavirus gi|119953680|ref|YP_950600.1| putative large terminase subunit [Staphylococcus virus CNPH82] 100.000 "," no blastn"
"120","unknown ","Complete genome (putative)"," Cenote2_22042020_DNA991 ","NODE_2_length_49300_cov_50_390346_S005-62",49189," Siphoviridae sp. ctTPr991 "," circular ",12," PHANOTATE "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|422935058|ref|YP_007005016.1| hypothetical protein phi13O_gp1 [Clostridium phage phiCP13O] 44.262 "," no blastn"
"121","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1000_vs1 ","NODE_3_length_39497_cov_2061_725901_S005-47",39497," Siphoviridae sp. ctmlk000 "," linear ",15," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Nyceiraevirus; Gordonia virus Nyceirae gi|1070096285|ref|YP_009277923.1| terminase large subunit [Gordonia phage Nyceirae] 55.080 "," no blastn"
"122","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1001_vs1 ","NODE_4_length_38063_cov_28_849234_S005-47",38063," Myoviridae sp. ctcvS001 "," linear ",20," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|31544028|ref|NP_852753.1| putative terminase large subunit TerL [Haemophilus phage Aaphi23] 63.191 "," no blastn"
"123","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1002_vs1 ","NODE_18_length_3521_cov_4_969512_S005-47",3521," Podoviridae sp. ct5rH002 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Rauchvirus gi|48697193|ref|YP_024923.1| putative TerL [Burkholderia virus BcepC6B] 38.554 "," no blastn"
"124","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1003_vs1 ","NODE_7_length_11342_cov_26_912650_S005-50",11342," Unclassified virus sp. ctCAU003 "," linear ",13," Prodigal (meta) "," Viruses; unclassified viruses; unclassified bacterial viruses gi|169257235|ref|YP_001700612.1| DNA packaging protein; large terminase subunit; Lambda gpA homolog [Phage Gifsy 1] 82.969 "," no blastn"
"125","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1004_vs1 ","NODE_23_length_3177_cov_10_448065_S005-50",3177," Siphoviridae sp. ct2Kz004 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|22296563|ref|NP_680523.1| hypothetical protein A2p44 [Lactobacillus phage A2] 64.327 "," no blastn"
