"","product","Freq","CAT"
"1646","HTH-type transcriptional regulator MqsA (YgiT/B3021)-turn-helix, Zn-binding protein, DNA-binding, Transcription PE4.7A",1,"Transcription_regulation"
"1647","HTH_TioE_rpt2 Helix-Turn-Helix DNA binding domain of the regulatory protein TioE",1,"Transcription_regulation"
"1648","HTH_MlrA-like-Turn-Helix DNA binding domain of MlrA-like transcription regulators",1,"Transcription_regulation"
"1649","HTH_HspR-Turn-Helix DNA binding domain of the HspR transcription regulator",1,"Transcription_regulation"
"1650","HTH_BltR-Turn-Helix DNA binding domain of the BltR transcription regulator",1,"Transcription_regulation"
"1651","Hsp70-interacting protein N N-terminal domain",1,"0"
"1652","Host inhibition of growth A toxins, biofilms, cell metabolism.1A",1,"Other_toxin"
"1653","Homeodomain-like domain",1,"0"
"1654","Hok/gef family",1,"0"
"1655","HNH nucleases",1,"Replication_general"
"1656","HJC_SULSO Holliday junction resolvase Hjc.4A",1,"Replication_repairanrecombination"
"1657","HJC_SULSO Holliday junction resolvase Hjc.01A",1,"Replication_repairanrecombination"
"1658","HISTONELIKE PROTEIN HU MARITIMA, THERMOSTABLE DNA BINDING.6A",1,"0"
"1659","Histone-like Protein p6",1,"0"
"1660","Histone H3-like centromeric protein A fold, Centromere, CENP-A, Histone SO4, GOL.6A",1,"0"
"1661","Histone acetyltransferase subunit NuA4",1,"0"
"1662","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",1,"0"
"1663","HIRAN domain",1,"0"
"1664","HipA-like C-terminal domain",1,"0"
"1665","Hint (Hedgehog/Intein) domain N-terminal region",1,"0"
"1666","HIGH-POTENTIAL IRON-SULFUR PROTEIN sulfur cluster, electron transport SO4, SF4.45A",1,"0"
"1667","HIGH-POTENTIAL IRON-SULFUR PROTEIN (HIPIP) TRANSFER(IRON-SULFUR PROTEIN) SF4.5A",1,"0"
"1668","HigB_toxin, RelE-like toxic component of a toxin-antitoxin system",1,"Other_toxin"
"1669","HEXIM1 protein, transcription regulation, transcription elongation",1,"Replication_general"
"1670","Hexamethylene bis-acetamide-inducible protein",1,"0"
"1671","Herpesvirus UL41A",1,"0"
"1672","Hemagglutinin, sialic acid, glycolysation, membrane NAG.7A",1,"0"
"1673","Helix-turn-helix domain-containing protein, hydrolase.697A",1,"Transcription_regulation"
"1674","Helicase-like transcription factor/DNA repair, DNA BINDING PROTEIN-DNA.38A",1,"Replication_repairanrecombination"
"1675","HEEH_rd4_0097 novo design, helix-strand-strand-helix, mini",1,"0"
"1676","HEAT SHOCK TRANSCRIPTION FACTOR (NMR REGULATION",1,"Replication_general"
"1677","Heat shock protein HSP 90-alpha-inhibitor Complex, ATP-binding, Chaperone, Nucleotide-binding A13, A51.68A",1,"0"
"1678","HEAD MORPHOGENESIS PROTEIN-coil, Viral protein.2A",1,"Structural"
"1679","head maturation protease",1,"Assembly"
"1680","HAD_PNP",1,"Other"
"1681","HAD domain in Swiss Army Knife RNA repair proteins",1,"Replication_repairanrecombination"
"1682","H-type lectin domain",1,"0"
"1683","GYF domain 2",1,"0"
"1684","Guanylate kinase",1,"0"
"1685","GTP-binding protein (HflX), HflX, GTPase, Mg++ ion GDP.65A",1,"0"
"1686","GTP cyclohydrolase I",1,"0"
"1687","GT2_RfbF_like",1,"0"
"1688","Gram-negative pili assembly chaperone, N-terminal fold, chaperone.037A",1,"Assembly"
"1689","Gp37-Helix, Doman Swap, Filament, VIRAL SO4.348A",1,"0"
"1690","Gp37 protein",1,"0"
"1691","Golgin subfamily A member 5",1,"0"
"1692","Golgi resident protein GCP60, 3A, GOLD, 3A, Aichivirus, Antiviral.0A",1,"0"
"1693","Gn_AT_II",1,"0"
"1694","GMPK",1,"0"
"1695","Glycophorin-A, lipidic cubic phase, peptides SCH, OLB.81A",1,"0"
"1696","Glucosyl transferase GtrII",1,"0"
"1697","GLUCOSAMINE-PHOSPHATE N-ACETYLTRANSFERASE",1,"0"
"1698","Glucan-binding protein C, GbpC binding, beta-supersandwich, glucan, SUGAR.149A",1,"0"
"1699","GIY-YIG_UvrC_Cho",1,"0"
"1700","GIY-YIG_RE_Eco29kI_like GIY-YIG domain of type II restriction endonucleases R.Eco29kI, R.Cfr42I, and similar proteins",1,"Replication_general"
"1701","GIL01 gp7, d-transpeptidase, TRANSFERASE, transferase-transferase inhibitor SO4, MXR.76A",1,"Entry_Escape"
"1702","Gifsy-2 prophage ATP-binding sugar transporter-like barrel, 4 helix bundle.7A",1,"0"
"1703","GGCT_like",1,"0"
"1704","GFD1 mRNA transport factor",1,"0"
"1705","Geobacillus stearothermophilus UvrA interaction domain,Geobacillus, UvrB, nucleotide excision repair.8A",1,"Replication_repairanrecombination"
"1706","General control protein GCN4 COIL, LEUCINE ZIPPER, INTER-HELICAL NH2, ACE",1,"0"
"1707","Gene product J, assembly, VIRAL PROTEIN.6A",1,"Assembly"
"1708","Gene 25-like lysozyme",1,"Entry_Escape"
"1709","GD simplex virus, pseudorabies virus.5A",1,"0"
"1710","Gas vesicle protein G",1,"0"
"1711","Galactose-binding lectin-stranded antiparallel-beta sandwich, galactose binding NAG, A2G, MPD.6A",1,"0"
"1712","GAG-binding domain on surface antigen",1,"0"
"1713","Fusion glycoprotein F2, Fusion glycoprotein, membrane, viral protein SO4.397A",1,"0"
"1714","Fungal protein of unknown function (DUF1752)",1,"Unknown/Hypothetical"
"1715","FUMARYLACETOACETATE HYDROLASE",1,"0"
"1716","Fucose 4-O-acetylase and related acetyltransferases",1,"0"
"1717","Ftsk gamma domain",1,"0"
"1718","Forkhead domain",1,"Structural"
"1719","FN3",1,"Other"
"1720","flt3 ligand",1,"0"
"1721","Flavivirus DEAD domain",1,"0"
"1722","Flagellar biosynthesis protein FlhA, Flagellar, STRUCTURAL PROTEIN GOL.7A",1,"Structural"
"1723","FILAMIN A, INTEGRIN BETA-7 SUBUNIT PROTEIN, CYTOSKELETON-COMPLEX, ACTIN-BINDING, CYTOSKELETON GOL, GSH.1A",1,"0"
"1724","Ferrochelatase",1,"0"
"1725","Ferredoxin-thioredoxin reductase, catalytic subunit",1,"0"
"1726","Ferredoxin-like domain in Api92-like protein",1,"0"
"1727","FAT domain",1,"0"
"1728","Family of unknown function (DUF5490)",1,"Unknown/Hypothetical"
"1729","Family of unknown function (DUF5478)",1,"Unknown/Hypothetical"
"1730","Family of unknown function (DUF5460)",1,"Unknown/Hypothetical"
"1731","Family of unknown function (DUF5432)",1,"Unknown/Hypothetical"
"1732","Family of unknown function (DUF5401)",1,"Unknown/Hypothetical"
"1733","Family of unknown function (DUF5388)",1,"Unknown/Hypothetical"
"1734","Family of unknown function (DUF5375)",1,"Unknown/Hypothetical"
"1735","Family of unknown function (DUF5347)",1,"Unknown/Hypothetical"
"1736","Family of unknown function (DUF5337)",1,"Unknown/Hypothetical"
"1737","Family of unknown function (DUF5319)",1,"Unknown/Hypothetical"
"1738","Family of unknown function (DUF5316)",1,"Unknown/Hypothetical"
"1739","Family of unknown function (DUF5309)",1,"Unknown/Hypothetical"
"1740","Family of unknown function (DUF4006)",1,"Unknown/Hypothetical"
"1741","Family 88 glycosyl hydrolase",1,"Entry_Escape"
"1742","Extracellular solute-binding protein family 1,Zika virus capsid, VIRAL PROTEIN MAL.05A",1,"Structural"
"1743","EXOPOLYGALACTURONASE, PECTIN, CELL WALL, HYDROLASE AD0, NI, PEG, SO4, ACT.1A",1,"0"
"1744","Exonuclease V",1,"Replication_general"
"1745","EXODEOXYRIBONUCLEASE V",1,"Replication_general"
"1746","Excisionase-like protein",1,"Replication_indicationlysogeny"
"1747","Excisionase from transposon Tn916",1,"Replication_indicationlysogeny"
"1748","Excisionase",1,"Replication_indicationlysogeny"
"1749","EVH1_Homer_Vesl/Vesl family proteins EVH1 domain",1,"0"
"1750","ETC complex I subunit conserved region",1,"0"
"1751","ErfK/YbiS/YcfS/YnhG family protein, LD-transpeptidase, Structural Genomics, Midwest.37A",1,"Entry_Escape"
"1752","EPSILON, ZETA KILLING SYSTEM SO4.95A",1,"0"
"1753","ePHD_BRPF PHD finger found in BRPF proteins",1,"0"
"1754","EOTAXIN-2, chemotactic cytokine, eosinophil chemoattractant",1,"0"
"1755","Envelope glycoprotein TAIL, VIRAL PROTEIN",1,"Structural"
"1756","entity, transmembrane dimer, membrane domain",1,"Other"
"1757","entity INHIBITOR",1,"0"
"1758","Enhancer of rudimentary homolog,YTH domain-containing-protein interaction, RNA BINDING PROTEIN SO4.7A",1,"0"
"1759","Endoribonuclease MazF/DNA Complex-Antitoxin, mRNA interferase, ribonuclease, persistence.401A",1,"Other_toxin"
"1760","Endoplasmic reticulum chaperone BiP",1,"0"
"1761","Endonuclease/Exonuclease/phosphatase family",1,"Replication_general"
"1762","encapsulated ferritin, encapsulin, oxidoreductase, encapsulated ferritin.057A",1,"0"
"1763","elongation factor Tu; Reviewed.Length=396",1,"0"
"1764","eL18, uL16, uL5, eL13, uL13, Leishmania donovani.9A",1,"0"
"1765","EEP",1,"0"
"1766","eEF2_snRNP_like_C this family represents a C-terminal domain of eukaryotic elongation factor 2 (eEF-2) and a homologous domain of the spliceosomal human 116kD U5 small nuclear ribonucleoprotein (snRNP) protein (U5-116 kD) and, its yeast counterpart Snu114p",1,"0"
"1767","ECHINODERM MICROTUBULE-ASSOCIATED PROTEIN-LIKE 2 CYCLE, COILED-COIL.154A",1,"0"
"1768","E3 ubiquitin-protein ligase RNF126",1,"Replication_general"
"1769","E.coli transcription repressor, HipB subunit motif, Transcription repressor, HipA.1A",1,"Other_toxin"
"1770","Dystroglycan (Dystrophin-associated glycoprotein 1)",1,"0"
"1771","Dynamin-like helical domain",1,"0"
"1772","DUF589-beta, RpR3, NESG, Structural Genomics",1,"Unknown/Hypothetical"
"1773","dsDNA helicase",1,"Replication_general"
"1774","Drosophila accessory gland-specific peptide 26Ab (Acp26Ab)",1,"0"
"1775","Dppa2/4 conserved region",1,"0"
"1776","DPM1_like_bac",1,"0"
"1777","Dopamine N-acetyltransferase-like Protein, Complex, CoA, TRANSFERASE ACO.84A",1,"0"
"1778","Domain of unknown function, B",1,"0"
"1779","Domain of unknown function (DUF932)",1,"Unknown/Hypothetical"
"1780","Domain of unknown function (DUF5082)",1,"Unknown/Hypothetical"
"1781","Domain of unknown function (DUF5048)",1,"Unknown/Hypothetical"
"1782","Domain of unknown function (DUF5040)",1,"Unknown/Hypothetical"
"1783","Domain of unknown function (DUF5026)",1,"Unknown/Hypothetical"
"1784","Domain of unknown function (DUF4950)",1,"Unknown/Hypothetical"
"1785","Domain of unknown function (DUF4904)",1,"Unknown/Hypothetical"
"1786","Domain of unknown function (DUF4900)",1,"Unknown/Hypothetical"
"1787","Domain of unknown function (DUF4815)",1,"Unknown/Hypothetical"
"1788","Domain of unknown function (DUF4760)",1,"Unknown/Hypothetical"
"1789","Domain of unknown function (DUF4755)",1,"Unknown/Hypothetical"
"1790","Domain of unknown function (DUF4731)",1,"Unknown/Hypothetical"
"1791","Domain of unknown function (DUF4666)",1,"Unknown/Hypothetical"
"1792","Domain of unknown function (DUF4470)",1,"Unknown/Hypothetical"
"1793","Domain of unknown function (DUF4459)",1,"Unknown/Hypothetical"
"1794","Domain of unknown function (DUF4429)",1,"Unknown/Hypothetical"
"1795","Domain of unknown function (DUF4406)",1,"Unknown/Hypothetical"
"1796","Domain of unknown function (DUF4395)",1,"Unknown/Hypothetical"
"1797","Domain of unknown function (DUF4393)",1,"Unknown/Hypothetical"
"1798","Domain of unknown function (DUF4364)",1,"Unknown/Hypothetical"
"1799","Domain of unknown function (DUF4258)",1,"Unknown/Hypothetical"
"1800","Domain of unknown function (DUF4250)",1,"Unknown/Hypothetical"
"1801","Domain of unknown function (DUF4170)",1,"Unknown/Hypothetical"
"1802","Domain of unknown function (DUF4160)",1,"Unknown/Hypothetical"
"1803","Domain of unknown function (DUF4131)",1,"Unknown/Hypothetical"
"1804","Domain of unknown function (DUF4115)",1,"Unknown/Hypothetical"
"1805","Domain of unknown function (DUF4111)",1,"Unknown/Hypothetical"
"1806","Domain of unknown function (DUF4055)",1,"Unknown/Hypothetical"
"1807","Domain of unknown function (DUF3797)",1,"Unknown/Hypothetical"
"1808","Domain of unknown function (DUF370)",1,"Unknown/Hypothetical"
"1809","Domain of unknown function (DUF3482)",1,"Unknown/Hypothetical"
"1810","Domain of unknown function (DUF3127)",1,"Unknown/Hypothetical"
"1811","Domain of unknown function (DUF2610)",1,"Unknown/Hypothetical"
"1812","Domain of unknown function (DUF1922)",1,"Unknown/Hypothetical"
"1813","Domain of unknown function (DUF1902)",1,"Unknown/Hypothetical"
"1814","Domain of unknown function (DUF1883)",1,"Unknown/Hypothetical"
"1815","Domain of unknown function (DUF1738)",1,"Unknown/Hypothetical"
"1816","Domain of unknown function (DUF1610)",1,"Unknown/Hypothetical"
"1817","DnaT DNA-binding domain",1,"0"
"1818","DnaJ-class molecular chaperone with C-terminal Zn finger domain",1,"0"
"1819","DnaJ_C chaperone protein; Provisional.Length=421",1,"0"
"1820","DnaD-like replication protein protein, DnaD-like, gi 24377835 MSE.1A",1,"Replication_general"
"1821","DNAB replicative helicase",1,"Replication_general"
"1822","DNA-packaging protein gp3 small subunit, DNA Packaging.755A",1,"Assembly"
"1823","DNA-directed RNA polymerase subunit, DNA-directed, complex APC.0A",1,"Replication_general"
"1824","DNA-directed RNA polymerase subunit alpha, RNA polymerase, catabolite activator GTP, CMP.9A",1,"Replication_general"
"1825","DNA-DIRECTED RNA POLYMERASE III SUBUNIT, POL III, TRANSCRIPTION, RNA.65A",1,"Replication_general"
"1826","DNA-directed RNA polymerase II, Transcription initiation, Molecular dynamics, Gene ZN.2A",1,"Transcription_regulation"
"1827","DNA-directed RNA polymerase II subunit, RNA polymerase II, human ZN.9A",1,"Replication_general"
"1828","DNA-directed RNA polymerase II subunit, Multi-protein complex, Polymerase, DNA-binding ZN.65A",1,"Replication_general"
"1829","DNA-directed DNA polymerase III (polc)",1,"Replication_general"
"1830","DNA-binding protein SATB1-helical domain, Structural Genomics, PSI-Biology.199A",1,"0"
"1831","DNA_polB_like1_exo",1,"0"
"1832","DNA_pol_III_epsilon_like",1,"0"
"1833","DNA topoisomerase small subunit, 30S, translation, bypassing OMU, 2MA, 7MG, 5MU, 1MG, 3TD, 6MZ, UR3, MA6, 2MG, 5MC, PSU, OMG, OMC, H2U, 4OC.6A",1,"0"
"1834","DNA stabilization protein protein, HK620, Tail Needle.202A",1,"Structural"
"1835","DNA REPLICATION PROTEIN DNAD, DNA-BINDING PROTEIN CL.0A",1,"Replication_general"
"1836","DNA repair protein REV1 C-terminal domain",1,"Replication_repairanrecombination"
"1837","DNA repair protein RAD25",1,"Replication_repairanrecombination"
"1838","DNA REPAIR HELICASE RAD25, SSL2, PRE-INITIATION COMPLEX, RNA POLYMERASE.0A",1,"Replication_repairanrecombination"
"1839","DNA primase, catalytic core",1,"Replication_general"
"1840","DNA polymerase sliding clamp subunit (PCNA homolog)",1,"Replication_general"
"1841","DNA polymerase sliding clamp from polymerase, sliding clamp, processivity.5A",1,"Replication_general"
"1842","DNA polymerase sliding clamp",1,"Replication_general"
"1843","DNA polymerase III subunit beta; Validated.Length=367",1,"Replication_general"
"1844","DNA POLYMERASE III SUBUNIT BETA, DNA SLIDING CLAMP, PROCESSIVITY 1FL.28A",1,"Replication_general"
"1845","DNA polymerase III beta subunit",1,"Replication_general"
"1846","Dna polymerase B_2",1,"Replication_general"
"1847","DNA ligase",1,"Replication_general"
"1848","DNA double-strand break repair ATPase Rad50",1,"Replication_repairanrecombination"
"1849","DNA binding protein HU beta",1,"Replication_general"
"1850","DNA adenine methylase METHYLATION, GATC RECOGNITION, BASE SAH.997A",1,"Take-over"
"1851","DIPHOSPHONUCLEOTIDE PHOSPHATASE 1",1,"0"
"1852","Dipeptidyl peptidase IV (DPP IV) low complexity region",1,"Entry_Escape"
"1853","Dimerisation domain",1,"0"
"1854","DGQHR_domain",1,"0"
"1855","DEXQc_bact_SNF2",1,"0"
"1856","DESIGNED, THERMOSTABLE HETEROTRIMERIC COILED COIL NOVO PROTEIN DESIGN.8A",1,"0"
"1857","Der GTPase activator (YihI)",1,"0"
"1858","dependent RNA polymerase",1,"Replication_general"
"1859","deoxycytidylate_deaminase",1,"0"
"1860","DeoR-like helix-turn-helix domain",1,"Transcription_regulation"
"1861","Defence against restriction A C-terminal",1,"0"
"1862","Dec protein, OB-Fold, Decoration, VIRAL PROTEIN",1,"0"
"1863","de novo protein Symfoil-4V de novo, beta-trefoil, UNKNOWN.95A",1,"0"
"1864","ddrB-like ParB superfamily domain",1,"Replication_repairanrecombination_indicationlysogeny"
"1865","DDE superfamily endonuclease",1,"Replication_general"
"1866","DD_cGKI-alpha/Docking domain of Cyclic GMP-dependent Protein Kinase I alpha",1,"0"
"1867","DBC1",1,"0"
"1868","Darcynin, domain of unknown function",1,"0"
"1869","Dam-replacing family",1,"0"
"1870","D-alanyl-D-alanine carboxypeptidase",1,"Entry_Escape"
"1871","Cytotoxic translational repressor of toxin-antitoxin stability system",1,"Other_toxin"
"1872","CYTOCHROME C', PROTOPORPHYRIN IX CONTAINING-Helix Bundle, ELECTRON TRANSPORT HEM.78A",1,"0"
"1873","Cytochrome C'",1,"0"
"1874","Cytochrome C, Chain B Alternative transport chain, triacylated cysteine E87, HEC.4A",1,"0"
"1875","Cytochrome c-552 domain, electron transport, heme HEC.63A",1,"0"
"1876","Cytochrome b-c1 complex subunit 1 c oxidase Cytochrome bc1 CDL, HEM, HEC, PCF, PEF, HEA, UQ6",1,"0"
"1877","Cytadhesin P30/P32",1,"0"
"1878","Cyt_C5_DNA_methylase",1,"Take-over"
"1879","cysteinyl-tRNA synthetase; Validated.Length=463",1,"0"
"1880","Cysteine-rich CPXCG",1,"0"
"1881","Cysteine peptidase, Water peptidase, Structural Genomics, Joint LYS, MSE.5A",1,"Entry_Escape"
"1882","Cysteine peptidase C (CPC)",1,"Entry_Escape"
"1883","CW_7 repeat",1,"0"
"1884","CvfB-like winged helix domain",1,"Other"
"1885","cupin_Bh2720-like",1,"0"
"1886","Csm1 N-terminal domain",1,"0"
"1887","Crystal structure of putative tail.1, putative tail lysozyme, Structural.44A",1,"Entry_Escape"
"1888","CRYSTAL STRUCTURE OF BOVINE NPC2 BARREL, LIPID BINDING PROTEIN GOL, C3S, SO4, NAG, ACT.81A",1,"0"
"1889","Cry35Ab1 HTH C-terminal domain",1,"Transcription_regulation"
"1890","Crossover junction endodeoxyribonuclease RuvC",1,"Replication_general"
"1891","Cro",1,"0"
"1892","CRM1 / Exportin repeat 3",1,"0"
"1893","CRISPR-associated endonuclease Cas9/Csn1",1,"Replication_general"
"1894","cpn10 10 Kd subunit (cpn10 or GroES) cooperates with chaperonin 60 (cpn60 or GroEL), an ATPase, to assist the folding and assembly of proteins and",1,"Assembly"
"1895","Cpl-7 lysozyme C-terminal domain",1,"Entry_Escape"
"1896","Cortexin of kidney",1,"0"
"1897","CORE GP32/DNA COMPLEX, SINGLE-STRANDED DNA-BINDING, ZINC BINDING.2A",1,"0"
"1898","Copper transport outer membrane protein, MctB",1,"0"
"1899","Copper resistance protein ScsC N-terminal domain",1,"Other"
"1900","CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5",1,"0"
"1901","CooJ, nickel-binding, METAL BINDING PROTEIN MSE, Z3P, PEG, PGE.042A",1,"0"
"1902","Conserved TM helix",1,"0"
"1903","Conserved region of unknown function on GLTSCR protein",1,"0"
"1904","Commd2 containing protein 2",1,"0"
"1905","Cold shock proteins",1,"0"
"1906","Cohesin subunit SA-1, Stromal antigen, chromatid, GENE.17A",1,"0"
"1907","COG3005 Nitrate/TMAO reductases, membrane-bound tetraheme, tetraheme cytochrome, cytochrome c3 HEM.5A",1,"0"
"1908","Coenzyme PQQ synthesis protein D (PqqD)",1,"0"
"1909","coat protein=1 Capsid, SeMV, Icosahedral virus.05A",1,"Structural"
"1910","CMP/hydroxymethyl CMP hydrolase, protein-hmCMP complex 5HM.4A",1,"0"
"1911","CLIP1 zinc knuckle",1,"0"
"1912","class 1 internalin InlJ",1,"0"
"1913","Cis_IPPS (Z)-Isoprenyl Diphosphate Synthases",1,"0"
"1914","Circadian-associated transcriptional repressor",1,"Transcription_regulation_indicationlysogeny"
"1915","Circadian clock protein kinase KaiC binding, biological rhythms, auto-kinase TPO, PO4, ATP.352A",1,"0"
"1916","CHROMOSOME REPLICATION INITIATION PROTEIN DNAD",1,"Replication_general"
"1917","Chromosomal replication initiator protein dnaA, DNA replication, DNA binding.3A",1,"Replication_general"
"1918","Chlamydia-phage Chp2 scaffold (Chlamy_scaf)",1,"Assembly"
"1919","CHITOSANASE-FUNGAL PROTEIN, HYDROLASE, O-GLYCOSYL, HYDROLASE.4A",1,"0"
"1920","ChiA1_BD-binding domain of Chi A1-like proteins",1,"0"
"1921","CheR methyltransferase, all-alpha domain",1,"Take-over"
"1922","Chemotactic transducer PctC binding domain, Pseudomonas aeruginosa ABU, ACT, GOL, SO4.31A",1,"0"
"1923","CHD5-like protein",1,"0"
"1924","Chaperone of endosialidase",1,"0"
"1925","cGMP-gated cation channel alpha-1-coil, Assembly domain, TRANSPORT PROTEIN.14A",1,"Assembly"
"1926","Central domain of human glycogen debranching enzyme",1,"0"
"1927","Cell cycle protein GpsB, PBP1A cell division regulator, peptidoglycan SO4.8A",1,"0"
"1928","CdvA-like coiled-coil domain",1,"0"
"1929","CDI immunity protein",1,"0"
"1930","CcmH_N-terminal domain of cytochrome c-type biogenesis protein CcmH and related proteins",1,"Other"
"1931","Cbb3-type cytochrome c oxidase subunit, cbb3-cytochrome c oxidase, Pseudomonas_stutzeri HEM, HEC, FC6, PO4.2A",1,"0"
"1932","Cation transport ATPase",1,"0"
"1933","Cathelicidin antimicrobial peptide host defense peptide, Human",1,"Other"
"1934","Catenin-beta-like, Arm-motif containing nuclear",1,"0"
"1935","Cas8c_I-C/Cas system-associated protein Cas8c",1,"0"
"1936","Cas4_I-A_I-B_I-C_I-D_II-B/Cas system-associated protein Cas4",1,"0"
"1937","Cas2_I_II_III/Cas system-associated protein Cas2",1,"0"
"1938","CarG inhibitor structural homologue, carbapenem.8A",1,"0"
"1939","CARF FUNCTION, CARBAPENEM RESISTANCE, ANTIBIOTIC.8A",1,"0"
"1940","Cardiac phospholamban homo-oligomer, pentamer, protein complex",1,"0"
"1941","Carcinustatin peptide",1,"0"
"1942","Carbohydrate-binding domain-containing protein Cthe_2159",1,"0"
"1943","Capsid protein Capsid Protein, VIRAL PROTEIN.79A",1,"Structural"
"1944","Cancer susceptibility candidate 1 N-terminus",1,"0"
"1945","cAMP-activated global transcriptional regulator CRP-protein interactions, protein-DNA interactions, gene CMP.0098A",1,"Transcription_regulation"
"1946","Camelysin metallo-endopeptidase",1,"Entry_Escape"
"1947","Calcium-binding and coiled-coil domain-containing protein, NAP1, SKICH, Autophagy, SIGNALING GOL.02A",1,"0"
"1948","Calcium-binding and coiled-coil domain-containing protein finger, NDP52, ubiquitin-binding, C2H2-type ZN",1,"0"
"1949","Calcineurin-like phosphoesterase",1,"0"
"1950","CAF1 family ribonuclease",1,"Replication_general"
"1951","C.BclI-TURN-HELIX motif, GENE REGULATION.543A",1,"0"
"1952","C-type lysozyme/alpha-lactalbumin family",1,"Entry_Escape"
"1953","Bvu_2165_C_like C-terminal domain of uncharacterized bacterial proteins",1,"0"
"1954","BROMELAIN INHIBITOR VI PROTEASE INHIBITOR",1,"0"
"1955","BRCT_DNA_ligase_like",1,"Replication_general"
"1956","BPP, ORF48/beta, receptor binding complex, phage BR.6A",1,"Structural"
"1957","BPP, Anti-baseplate TP901-1 Llama vHH-beta, Phage Receptor Binding Protein.65A",1,"Entry_Escape"
"1958","biotin synthase",1,"0"
"1959","bifunctional folylpolyglutamate synthase/ dihydrofolate synthase; Provisional",1,"0"
"1960","Beta-lactamase superfamily domain",1,"0"
"1961","Beta- N-acetylglucosaminidase",1,"0"
"1962","BEN domain-containing protein 3, DNA fine chromatin bridges, sister.2A",1,"0"
"1963","BDS-I (NMR, MINIMIZED MEAN STRUCTURE)-HYPERTENSIVE, ANTI-VIRAL PROTEIN",1,"0"
"1964","baseplate wedge subunit and tail pin",1,"Structural"
"1965","baseplate wedge subunit",1,"Structural"
"1966","Baseplate structural protein Gp10 T4 Baseplate HET EDO.2A",1,"Structural"
"1967","Barstar (barnase inhibitor)",1,"0"
"1968","BAR_Gvp36 Bin/Amphiphysin/Rvs (BAR) domain of Saccharomyces cerevisiae Golgi vesicle protein of 36 kDa and similar proteins",1,"0"
"1969","Bap31/Bap29 transmembrane region",1,"0"
"1970","Bacteriophage T4-like capsid assembly protein (Gp20)",1,"Assembly"
"1971","Bacteriophage SPP1 complete nucleotide sequence PROTEIN",1,"0"
"1972","Bacteriophage Mu Gam like protein",1,"0"
"1973","Bacteriophage holin Hol, superfamily III",1,"Entry_Escape"
"1974","Bacteriophage holin family HP1",1,"Entry_Escape"
"1975","Bacteriophage FRD2 protein",1,"0"
"1976","Bacteriophage CI repressor C-terminal domain",1,"Transcription_regulation_indicationlysogeny"
"1977","Bacteriocin microcin B17, Microcin B17-processing, DNA gyrase, heterocyclization, posttranslational OTZ, FMN, EDO.85A",1,"0"
"1978","Bacterial toxin of type II toxin-antitoxin system, YafQ",1,"Other_toxin"
"1979","Bacterial toxin 50",1,"Other_toxin"
"1980","Bacterial SH3 domain",1,"0"
"1981","Bacterial self-protective colicin-like immunity",1,"0"
"1982","Bacterial regulatory proteins, GntR family-turn-helix, TRANSCRIPTION.05A",1,"Replication_general"
"1983","Bacterial purine repressor, N-terminal",1,"Transcription_regulation_indicationlysogeny"
"1984","Bacterial Ig-like domain (group 2)",1,"0"
"1985","Bacterial DNA-binding protein",1,"0"
"1986","Bacterial antitoxin of type II TA system, VapB",1,"Other_toxin"
"1987","Bacillus competence protein S",1,"0"
"1988","Avian adenovirus fibre, N-terminal",1,"0"
"1989","Avd_like-generating retroelement protein bAvd and similar proteins",1,"0"
"1990","Avd_like",1,"0"
"1991","Autophagy protein 16-coil, Autophagy, Cytoplasmic vesicle, Protein.5A",1,"0"
"1992","Autolysin",1,"Entry_Escape"
"1993","ATPases of the AAA+ class",1,"0"
"1994","ATPase involved in DNA repair",1,"Replication_repairanrecombination"
"1995","ATP1G1/PLM/MAT8 family",1,"0"
"1996","ATP-dependent RNA helicase, putative-specific endonuclease, HYDROLASE.78A",1,"Replication_general"
"1997","ATP-dependent DNA ligase.Length=315",1,"Replication_general"
"1998","ATP SYNTHASE SUBUNIT ALPHA HEART, MITOCHONDRION, PYRROLIDONE CARBOXYLIC ACID STL, PO4, GOL, MG, ANP, ADP.3A",1,"0"
"1999","ATP synthase subunit 9, mitochondrial synthase, BIOSYNTHETIC PROTEIN FME, ATP, ADP",1,"0"
"2000","ATP dependent DNA helicase",1,"Replication_general"
"2001","ATERF1/DNA Complex FACTOR, PROTEIN-DNA COMPLEX, ETHYLENE",1,"0"
"2002","Aspartate carbamoyltransferase regulatory chain, metal binding domain",1,"0"
"2003","Ash protein family",1,"0"
"2004","Aryl Esterase hydrolase, oligomeric enzyme, Acyl GOL, MSE, SO4.5A",1,"0"
"2005","Arm DNA-binding domain",1,"0"
"2006","Argininosuccinate lyase C-terminal",1,"0"
"2007","Archaeal TRASH domain",1,"0"
"2008","ARC REPRESSOR/DNA COMPLEX-DNA COMPLEX, DOUBLE HELIX, TRANSCRIPTION-DNA.6A",1,"Transcription_regulation_indicationlysogeny"
"2009","ARC REPRESSOR REGULATION.9A",1,"Transcription_regulation_indicationlysogeny"
"2010","apolipoprotein N-acyltransferase",1,"0"
