"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_34_length_2615_cov_10_233255_S011-79","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID105",NA,"SURE_ClusterID5751",NA,"Vertebrates","Vertebrates","NODE_34_length_2615_cov_10_233255_S011-79","0"
"NODE_34_length_7536_cov_33_365062_S007-71","Viruses","Caliciviridae","Norovirus","Norwalk virus","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_42","Singleton_ClusterID_42",NA,NA,NA,"Vertebrates","Vertebrates","NODE_34_length_7536_cov_33_365062_S007-71","Norwalk virus f"
"NODE_340_length_865_cov_1_996193_S009-191","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_340_length_865_cov_1_996193_S009-191","TTV-like mini virus"
"NODE_344_length_2530_cov_75_953934_S009-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID124",NA,"Singleton_ClusterID5780",NA,"Vertebrates","Vertebrates","NODE_344_length_2530_cov_75_953934_S009-141","0"
"NODE_349_length_2513_cov_36_830460_S009-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID107",NA,"SURE_ClusterID5179",NA,"Vertebrates","Vertebrates","NODE_349_length_2513_cov_36_830460_S009-141","0"
"NODE_35_length_1371_cov_1416_043277_S006-96","Viruses","Picornaviridae","Salivirus","Salivirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_35_length_1371_cov_1416_043277_S006-96","Salivirus A"
"NODE_35_length_2590_cov_11_739753_S011-79","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_35_length_2590_cov_11_739753_S011-79","0"
"NODE_35_length_2916_cov_167_799930_S004-102","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID125",NA,"NOTSURE_ClusterID5818",NA,"Vertebrates","Vertebrates","NODE_35_length_2916_cov_167_799930_S004-102","0"
"NODE_35_length_7321_cov_15_143429_S009-141","Viruses","Picornaviridae","Enterovirus","Enterovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_35_length_7321_cov_15_143429_S009-141","Enterovirus Bi"
"NODE_35_length_7463_cov_1401_453561_S011-17","Viruses","Picornaviridae","Enterovirus","Enterovirus B","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_43","Singleton_ClusterID126",NA,"Singleton_ClusterID5826",NA,"Vertebrates","Vertebrates","NODE_35_length_7463_cov_1401_453561_S011-17","Enterovirus Bj"
"NODE_350_length_1643_cov_4_837803_S003-142","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_350_length_1643_cov_4_837803_S003-142","0"
"NODE_352_length_2884_cov_48_350908_S005-199","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID127",NA,"NOTSURE_ClusterID2548",NA,"Vertebrates","Vertebrates","NODE_352_length_2884_cov_48_350908_S005-199","TTV-like mini virus"
"NODE_353_length_1179_cov_6_813975_S005-183","Viruses","Picornaviridae","Cardiovirus","Cardiovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_353_length_1179_cov_6_813975_S005-183","Cardiovirus B"
"NODE_3544_length_1026_cov_6_273973_S011-10","Viruses","Picornaviridae","Enterovirus","Rhinovirus C","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_44","Singleton_ClusterID_44",NA,NA,NA,"Vertebrates","Vertebrates","NODE_3544_length_1026_cov_6_273973_S011-10","Rhinovirus Cxx"
"NODE_356_length_2489_cov_26_292289_S009-141","Viruses","Anelloviridae","Gammatorquevirus","Torque teno midi virus 14","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_356_length_2489_cov_26_292289_S009-141","Torque teno midi virus 14"
"NODE_359_length_2484_cov_67_848774_S009-141","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_359_length_2484_cov_67_848774_S009-141","0"
"NODE_36_length_2583_cov_24_403831_S011-79","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_36_length_2583_cov_24_403831_S011-79","0"
"NODE_36_length_5389_cov_1911_000565_S009-100","Viruses","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 1","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_45","NOTSURE_ClusterID102",NA,"Singleton_ClusterID5896",NA,"Vertebrates","Vertebrates","NODE_36_length_5389_cov_1911_000565_S009-100","Primate bocaparvovirus 1b"
"NODE_361_length_964_cov_3_406990_S009-201","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_361_length_964_cov_3_406990_S009-201","0"
"NODE_37_length_2981_cov_16_149793_S007-132","Viruses","Virgaviridae","Tobamovirus","Pepper mild mottle virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Plants","Plants","NODE_37_length_2981_cov_16_149793_S007-132","Pepper mild mottle virus"
"NODE_37_length_7249_cov_1889_135527_S009-141","Viruses","Picornaviridae","Parechovirus","Parechovirus A","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_46","Singleton_ClusterID_46",NA,NA,NA,"Vertebrates","Vertebrates","NODE_37_length_7249_cov_1889_135527_S009-141","Parechovirus Ad"
"NODE_373_length_1486_cov_8_965224_S004-178","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_373_length_1486_cov_8_965224_S004-178","0"
"NODE_374_length_920_cov_7_219454_S004-13","Viruses","Picornaviridae","Enterovirus","Rhinovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_374_length_920_cov_7_219454_S004-13","Rhinovirus Bxx"
"NODE_375_length_2441_cov_40_027919_S009-141","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID63",NA,"NOTSURE_ClusterID60",NA,"Vertebrates","Vertebrates","NODE_375_length_2441_cov_40_027919_S009-141","0"
"NODE_38_length_2667_cov_846_385714_S010-57","Viruses","Reoviridae","Rotavirus","Rotavirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_10","SURE_ClusterID39",NA,"SURE_ClusterID1736",NA,"Vertebrates","Vertebrates","NODE_38_length_2667_cov_846_385714_S010-57","Rotavirus A"
"NODE_38_length_6020_cov_17_831735_S009-159","Viruses","Astroviridae","Mamastrovirus","Astrovirus MLB2","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_47","Singleton_ClusterID_47",NA,NA,NA,"Vertebrates","Vertebrates","NODE_38_length_6020_cov_17_831735_S009-159","Astrovirus MLB2"
"NODE_38_length_8455_cov_123_757221_S010-139","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID128",NA,"NOTSURE_ClusterID6027",NA,"Vertebrates","Vertebrates","NODE_38_length_8455_cov_123_757221_S010-139","0"
"NODE_382_length_1577_cov_3_627333_S003-142","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID30",NA,"Singleton_ClusterID6035",NA,"Vertebrates","Vertebrates","NODE_382_length_1577_cov_3_627333_S003-142","0"
"NODE_384_length_1154_cov_4_970288_S006-131","Viruses","Caliciviridae","Norovirus","Norwalk virus","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_48","Singleton_ClusterID129",NA,"Singleton_ClusterID6046",NA,"Vertebrates","Vertebrates","NODE_384_length_1154_cov_4_970288_S006-131","Norwalk virus d"
"NODE_384_length_1498_cov_3_802252_S009-179","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_384_length_1498_cov_3_802252_S009-179","Anelloviridae sp."
"NODE_387_length_1248_cov_6_387703_S011-87","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID43",NA,"NOTSURE_ClusterID1960",NA,"Vertebrates","Vertebrates","NODE_387_length_1248_cov_6_387703_S011-87","0"
"NODE_387_length_1566_cov_9954_726662_S010-157","Viruses","Picornaviridae","Enterovirus","Enterovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_387_length_1566_cov_9954_726662_S010-157","Enterovirus By"
"NODE_388_length_1364_cov_6_578866_S004-194","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_388_length_1364_cov_6_578866_S004-194","0"
"NODE_389_length_1464_cov_6_525595_S004-178","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_389_length_1464_cov_6_525595_S004-178","0"
"NODE_39_length_2700_cov_22_691575_S004-102","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID130",NA,"Singleton_ClusterID6087",NA,"Vertebrates","Vertebrates","NODE_39_length_2700_cov_22_691575_S004-102","TTV-like mini virus"
"NODE_39_length_2706_cov_34_128566_S007-118","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_39_length_2706_cov_34_128566_S007-118","0"
"NODE_39_length_2985_cov_256_788171_S009-199","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID17",NA,"SURE_ClusterID852",NA,"Vertebrates","Vertebrates","NODE_39_length_2985_cov_256_788171_S009-199","TTV-like mini virus"
"NODE_39_length_3016_cov_79_995577_S004-75","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID131",NA,"SURE_ClusterID6088",NA,"Vertebrates","Vertebrates","NODE_39_length_3016_cov_79_995577_S004-75","TTV-like mini virus"
"NODE_395_length_2637_cov_32_112891_S005-199","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID132",NA,"Singleton_ClusterID6130",NA,"Vertebrates","Vertebrates","NODE_395_length_2637_cov_32_112891_S005-199","TTV-like mini virus"
"NODE_397_length_2247_cov_12_276498_S003-190","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID87",NA,"Singleton_ClusterID6144",NA,"Vertebrates","Vertebrates","NODE_397_length_2247_cov_12_276498_S003-190","Torque teno virus"
"NODE_40_length_2615_cov_6_684791_S004-95","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_40_length_2615_cov_6_684791_S004-95","TTV-like mini virus"
"NODE_40_length_2927_cov_639_835789_S004-72","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 1","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID131",NA,"SURE_ClusterID6088",NA,"Vertebrates","Vertebrates","NODE_40_length_2927_cov_639_835789_S004-72","Torque teno mini virus 1"
"NODE_402_length_1439_cov_35_411160_S004-178","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus SHA","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_402_length_1439_cov_35_411160_S004-178","Torque teno mini virus SHA"
"NODE_408_length_1228_cov_4_495222_S010-137","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_408_length_1228_cov_4_495222_S010-137","Anelloviridae sp."
"NODE_4084_length_942_cov_2_902890_S003-164","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID96",NA,"SURE_ClusterID5062",NA,"Vertebrates","Vertebrates","NODE_4084_length_942_cov_2_902890_S003-164","Torque teno virus"
"NODE_41_length_1090_cov_11_101678_S006-93","Viruses","Picornaviridae","Enterovirus","Enterovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_41_length_1090_cov_11_101678_S006-93","Enterovirus Bx"
"NODE_41_length_2382_cov_10_092842_S011-79","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID133",NA,"Singleton_ClusterID6228",NA,"Vertebrates","Vertebrates","NODE_41_length_2382_cov_10_092842_S011-79","0"
"NODE_41_length_2890_cov_126_934945_S004-72","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID134",NA,"Singleton_ClusterID6231",NA,"Vertebrates","Vertebrates","NODE_41_length_2890_cov_126_934945_S004-72","0"
"NODE_41_length_3097_cov_40_138411_S004-106","Viruses","Anelloviridae","Alphatorquevirus","Torque teno virus 20","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID14",NA,"NOTSURE_ClusterID2157",NA,"Vertebrates","Vertebrates","NODE_41_length_3097_cov_40_138411_S004-106","Torque teno virus 20"
"NODE_417_length_1706_cov_4_659914_S009-215","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"NOTSURE_ClusterID135",NA,"Singleton_ClusterID6272",NA,"Vertebrates","Vertebrates","NODE_417_length_1706_cov_4_659914_S009-215","0"
"NODE_417_length_929_cov_4_522300_S007-84","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_417_length_929_cov_4_522300_S007-84","0"
"NODE_42_length_7321_cov_4376_555632_S004-114","Viruses","Picornaviridae","Parechovirus","Parechovirus A","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_49","Singleton_ClusterID136",NA,"Singleton_ClusterID6293",NA,"Vertebrates","Vertebrates","NODE_42_length_7321_cov_4376_555632_S004-114","Parechovirus Ae"
"NODE_422_length_1412_cov_4_088390_S009-182","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"NOTSURE_ClusterID4",NA,"Singleton_ClusterID6307",NA,"Vertebrates","Vertebrates","NODE_422_length_1412_cov_4_088390_S009-182","Anelloviridae sp."
"NODE_4259_length_507_cov_12_632558_S007-118","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_4259_length_507_cov_12_632558_S007-118","0"
"NODE_426_length_1134_cov_6_731315_S009-244","Viruses","Anelloviridae","Gammatorquevirus","Torque teno midi virus 3","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_426_length_1134_cov_6_731315_S009-244","Torque teno midi virus 3"
"NODE_43_length_1241_cov_1524_811077_S006-96","Viruses","Picornaviridae","Salivirus","Salivirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_43_length_1241_cov_1524_811077_S006-96","Salivirus A"
"NODE_43_length_2611_cov_9_135359_S009-195","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID47",NA,"SURE_ClusterID2117",NA,"Vertebrates","Vertebrates","NODE_43_length_2611_cov_9_135359_S009-195","0"
"NODE_431_length_2376_cov_12_385385_S011-38","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID137",NA,"Singleton_ClusterID6364",NA,"Vertebrates","Vertebrates","NODE_431_length_2376_cov_12_385385_S011-38","0"
"NODE_433_length_1765_cov_4_382701_S007-71","Viruses","Anelloviridae","Anelloviridae","Torque teno midi virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_433_length_1765_cov_4_382701_S007-71","Torque teno midi virus"
"NODE_436_length_1071_cov_7_016097_S006-131","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_436_length_1071_cov_7_016097_S006-131","Torque teno virus"
"NODE_44_length_2318_cov_5_774654_S011-79","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID138",NA,"NOTSURE_ClusterID6414",NA,"Vertebrates","Vertebrates","NODE_44_length_2318_cov_5_774654_S011-79","TTV-like mini virus"
"NODE_44_length_2514_cov_5_467788_S009-195","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID26",NA,"NOTSURE_ClusterID1220",NA,"Vertebrates","Vertebrates","NODE_44_length_2514_cov_5_467788_S009-195","Anelloviridae sp."
"NODE_44_length_2782_cov_11_146026_S009-199","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID31",NA,"Singleton_ClusterID6417",NA,"Vertebrates","Vertebrates","NODE_44_length_2782_cov_11_146026_S009-199","Torque teno virus"
"NODE_44_length_3215_cov_241_894200_S010-168","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_44_length_3215_cov_241_894200_S010-168","Torque teno virus"
"NODE_441_length_831_cov_4_376658_S004-230","Viruses","Anelloviridae","Gyrovirus","Chicken anemia virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_441_length_831_cov_4_376658_S004-230","Chicken anemia virus"
"NODE_45_length_2668_cov_8_874566_S009-185","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID46",NA,"NOTSURE_ClusterID2081",NA,"Vertebrates","Vertebrates","NODE_45_length_2668_cov_8_874566_S009-185","0"
"NODE_45_length_2991_cov_230_100549_S009-128","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID139",NA,"NOTSURE_ClusterID6461",NA,"Vertebrates","Vertebrates","NODE_45_length_2991_cov_230_100549_S009-128","TTV-like mini virus"
"NODE_45_length_5694_cov_21_760370_S009-159","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID86",NA,"NOTSURE_ClusterID4735",NA,"Vertebrates","Vertebrates","NODE_45_length_5694_cov_21_760370_S009-159","0"
"NODE_455_length_1035_cov_10_442589_S007-99","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_455_length_1035_cov_10_442589_S007-99","0"
"NODE_46_length_2734_cov_820_514114_S010-103","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_46_length_2734_cov_820_514114_S010-103","0"
"NODE_475_length_880_cov_5_712329_S004-116","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_475_length_880_cov_5_712329_S004-116","Anelloviridae sp."
"NODE_477_length_2169_cov_6_588432_S009-141","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID140",NA,"Singleton_ClusterID6582",NA,"Vertebrates","Vertebrates","NODE_477_length_2169_cov_6_588432_S009-141","0"
"NODE_48_length_2662_cov_13_437524_S004-75","Viruses","Anelloviridae","Gammatorquevirus","Torque teno midi virus 13","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID141",NA,"Singleton_ClusterID6591",NA,"Vertebrates","Vertebrates","NODE_48_length_2662_cov_13_437524_S004-75","Torque teno midi virus 13"
"NODE_48_length_2920_cov_2957_454098_S009-119","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID119",NA,"NOTSURE_ClusterID5539",NA,"Vertebrates","Vertebrates","NODE_48_length_2920_cov_2957_454098_S009-119","Anelloviridae sp."
"NODE_48_length_3397_cov_567_840060_S007-48","Viruses","Reoviridae","Rotavirus","Rotavirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_10","SURE_ClusterID39",NA,"SURE_ClusterID1736",NA,"Vertebrates","Vertebrates","NODE_48_length_3397_cov_567_840060_S007-48","Rotavirus A"
"NODE_481_length_994_cov_38_478735_S007-118","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_481_length_994_cov_38_478735_S007-118","TTV-like mini virus"
"NODE_482_length_1001_cov_5_044372_S004-153","Viruses","Small circular virus","Genomoviridae","Sewage-associated gemycircularvirus 1","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Sewage_associated","Sewage_associated","NODE_482_length_1001_cov_5_044372_S004-153","Sewage-associated gemycircularvirus 1"
"NODE_4836_length_894_cov_7_277846_S007-124","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_4836_length_894_cov_7_277846_S007-124","0"
"NODE_488_length_1905_cov_14_840263_S009-193","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID18",NA,"Singleton_ClusterID6623",NA,"Vertebrates","Vertebrates","NODE_488_length_1905_cov_14_840263_S009-193","0"
"NODE_49_length_2764_cov_26_369929_S005-167","Viruses","Picornaviridae","Kobuvirus","Aichivirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_12","SURE_ClusterID_12",NA,NA,NA,"Vertebrates","Vertebrates","NODE_49_length_2764_cov_26_369929_S005-167","Aichivirus A"
"NODE_49_length_2880_cov_300_815198_S009-128","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 8","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID139",NA,"NOTSURE_ClusterID6461",NA,"Vertebrates","Vertebrates","NODE_49_length_2880_cov_300_815198_S009-128","Torque teno mini virus 8"
"NODE_49_length_2908_cov_1026_208760_S009-119","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID119",NA,"NOTSURE_ClusterID5539",NA,"Vertebrates","Vertebrates","NODE_49_length_2908_cov_1026_208760_S009-119","0"
"NODE_491_length_998_cov_5_875136_S006-20","Viruses","Small circular virus","Circoviridae","Avon-Heathcote Estuary associated circular virus 1","Viruses_EukaryoticVirus",NA,"NOTSURE_ClusterID_8_contaminomics","NOTSURE_ClusterID_8_contaminomics",NA,NA,NA,"Vertebrates","Mammals_Birds","NODE_491_length_998_cov_5_875136_S006-20","Avon-Heathcote Estuary associated circular virus 1"
"NODE_496_length_1871_cov_6_283724_S009-159","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus SHA","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_496_length_1871_cov_6_283724_S009-159","Torque teno mini virus SHA"
"NODE_497_length_2770_cov_93_317861_S003-141","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_497_length_2770_cov_93_317861_S003-141","0"
"NODE_5_length_4480_cov_26_532137_S006-92","Viruses","Picornaviridae","Enterovirus","Enterovirus B","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_50","Singleton_ClusterID_50",NA,NA,NA,"Vertebrates","Vertebrates","NODE_5_length_4480_cov_26_532137_S006-92","Enterovirus Bx"
"NODE_5_length_7421_cov_228_560730_S007-109","Viruses","Picornaviridae","Enterovirus","Enterovirus A","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_51","NOTSURE_ClusterID135",NA,"Singleton_ClusterID6698",NA,"Vertebrates","Vertebrates","NODE_5_length_7421_cov_228_560730_S007-109","Enterovirus Ad"
"NODE_50_length_2808_cov_19_796778_S010-168","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_50_length_2808_cov_19_796778_S010-168","0"
"NODE_50_length_6817_cov_8_920623_S004-153","Viruses","Picornaviridae","Enterovirus","Rhinovirus A","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_52","NOTSURE_ClusterID24",NA,"Singleton_ClusterID6706",NA,"Vertebrates","Vertebrates","NODE_50_length_6817_cov_8_920623_S004-153","Rhinovirus Ac"
"NODE_504_length_2751_cov_13_104712_S003-141","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID142",NA,"Singleton_ClusterID6720",NA,"Vertebrates","Vertebrates","NODE_504_length_2751_cov_13_104712_S003-141","Anelloviridae sp."
"NODE_51_length_2926_cov_579_097227_S009-124","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID119",NA,"NOTSURE_ClusterID5539",NA,"Vertebrates","Vertebrates","NODE_51_length_2926_cov_579_097227_S009-124","TTV-like mini virus"
"NODE_512_length_2738_cov_30_116873_S003-141","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 10","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_512_length_2738_cov_30_116873_S003-141","Torque teno mini virus 10"
"NODE_513_length_1104_cov_11_331061_S005-66","Viruses","Small circular virus","Circoviridae","0","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_53","Singleton_ClusterID143",NA,"NOTSURE_ClusterID1369",NA,"Vertebrates","Mammals_Birds","NODE_513_length_1104_cov_11_331061_S005-66","0"
"NODE_515_length_962_cov_8_961582_S007-99","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_515_length_962_cov_8_961582_S007-99","0"
"NODE_519_length_950_cov_3_116838_S009-229","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID144",NA,"Singleton_ClusterID6772",NA,"Vertebrates","Vertebrates","NODE_519_length_950_cov_3_116838_S009-229","0"
